,University ID,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,Region,Share of Female,Enrollment of UnderGrad,Mean Earning After 6 yrs of Grad (0-30k),Mean Earning After 6 yrs of Grad(30-75k),Mean Earning After 6 yrs of Grad(75k +),Mean Earning After 10 yrs of Grad (0-30k),Mean Earning After 10 yrs of Grad(30-75k),Mean Earning After 10 yrs of Grad(75k +)
4053,250601,0.0,0.0,0.0,0.0,6,0.821158129,332.0,24500,34700,39800,24900,30700,38300
4054,250744,0.0,0.0,0.0,0.0,3,0.803653973,461.0,19800,24600,26400,23000,28300,28300
4057,251075,0.0,0.0,0.0,0.0,2,0.738788356,178.0,18200,25600,25900,22800,29700,35700
4058,251260,0.0,0.0,0.0,0.0,5,0.59538862,4331.0,25900,31300,33200,30300,38600,42900
4059,251312,0.0,0.0,Degree in Computer Science,0.0,5,0.762866865,806.0,24700,37700,55700,32200,42100,61700
4060,260293,0.0,0.0,Degree in Computer Science,0.0,5,0.712898752,40.0,18500,28000,30700,25900,35300,38800
4065,260691,0.0,0.0,0.0,0.0,6,0.831303808,945.0,25400,32700,34800,27800,34800,37200
4066,260789,0.0,0.0,0.0,0.0,8,0.775566611,587.0,25400,27000,31100,34800,38100,43400
4068,260901,0.0,0.0,Degree in Computer Science,0.0,4,0.796749238,25237.0,22500,35500,50700,29700,44400,58700
4069,260910,0.0,0.0,Degree in Computer Science,0.0,4,0.796749238,214.0,22500,35500,50700,29700,44400,58700
4073,260992,0.0,0.0,0.0,0.0,3,0.884730539,650.0,24300,31600,32300,28600,38300,45400
4074,261436,0.0,0.0,0.0,0.0,3,0.956521739,769.0,21500,25600,22900,25300,25100,31400
4081,262031,0.0,0.0,0.0,0.0,4,0.611737089,5983.0,29200,31300,34700,33500,37900,40200
4085,262341,0.0,0.0,0.0,0.0,6,0.123904881,541.0,29100,29400,32000,42100,42200,44600
4091,363013,0.0,0.0,0.0,0.0,3,0.941152432,59.0,18800,22800,23700,20800,24000,26000
4095,363439,0.0,0.0,0.0,0.0,5,0.797511312,288.0,18800,24900,25800,23100,30300,33800
4096,363590,0.0,0.0,0.0,0.0,8,0.863514719,227.0,18900,27000,29600,28600,32300,35200
4104,363934,0.0,0.0,Degree in Computer Science,0.0,6,0.152263375,772.0,38600,42000,40900,53400,55000,64300
4105,364016,0.0,0.0,0.0,0.0,6,0.594801223,6276.0,29900,36900,34800,35600,45200,48500
4106,364025,0.0,0.0,0.0,0.0,6,0.537917913,8822.0,32800,35600,42000,43000,46200,51500
4108,364168,0.0,0.0,0.0,0.0,3,0.620714286,111.0,25200,26300,27000,32200,34200,36400
4116,364955,0.0,0.0,0.0,0.0,6,0.814104883,376.0,22500,26700,26600,26700,31200,27700
4131,365824,0.0,0.0,0.0,0.0,3,0.941152432,147.0,18800,22800,23700,20800,24000,26000
4135,366191,0.0,0.0,0.0,0.0,3,0.037645752,1077.0,33300,38400,40300,44400,49200,50400
4136,366252,0.0,0.0,Degree in Computer Science,0.0,2,0.396522902,5419.0,33400,38100,42500,39000,46200,50900
4142,366395,0.0,0.0,0.0,0.0,2,0.531821507,20566.0,30100,32800,34600,39800,43600,44700
4146,366535,0.0,0.0,0.0,0.0,5,0.77140975,373.0,22200,27200,26100,26500,33700,29600
4147,366553,0.0,0.0,Degree in Computer Science,0.0,5,0.81186686,887.0,22900,29700,31000,24900,33400,35200
4152,366711,0.0,Degree in Math,Degree in Computer Science,0.0,8,0.65968394,14516.0,40000,40700,40900,51600,50700,50700
4153,366748,0.0,0.0,Degree in Computer Science,0.0,8,0.649788711,383.0,28000,37400,46100,43800,44400,50500
4155,366960,0.0,0.0,0.0,0.0,8,0.88061127,364.0,20500,26200,28500,24700,30300,37300
4156,367024,0.0,0.0,Degree in Computer Science,0.0,4,0.796749238,657.0,22500,35500,50700,29700,44400,58700
4160,367112,0.0,0.0,0.0,0.0,5,0.74955036,591.0,24100,29300,32700,27400,34100,35200
4165,367459,0.0,0.0,0.0,0.0,5,0.596978107,6053.0,27300,33800,37500,33200,39300,46100
4167,367884,0.0,0.0,Degree in Computer Science,0.0,5,0.644075611,1069.0,25700,35800,48900,34600,44500,64900
4168,367936,0.0,0.0,Degree in Computer Science,0.0,5,0.649788711,453.0,28000,37400,46100,43800,44400,50500
4176,368443,0.0,0.0,0.0,0.0,5,0.797511312,1025.0,18800,24900,25800,23100,30300,33800
4179,368629,0.0,0.0,0.0,0.0,8,0.831303808,630.0,25400,32700,34800,27800,34800,37200
4187,369400,0.0,0.0,0.0,0.0,5,0.038736492,2236.0,29900,35400,37300,37500,43600,45000
4196,369783,0.0,0.0,0.0,0.0,6,0.945551129,378.0,21900,27600,31000,25200,29000,27900
4197,369862,0.0,0.0,0.0,0.0,3,0.734995889,48.0,19700,26200,30500,24300,29200,34000
4198,369905,0.0,0.0,0.0,0.0,3,0.817159033,238.0,20500,30800,31700,23900,32900,40900
4205,371964,0.0,0.0,0.0,0.0,8,0.488584475,461.0,27400,34900,43600,32600,43100,52300
4211,372329,0.0,0.0,0.0,0.0,7,0.888794567,359.0,22600,26600,26200,26000,27900,32200
4215,372921,0.0,0.0,0.0,0.0,5,0.727459016,585.0,24800,32600,33300,26700,32200,29800
4216,372958,0.0,0.0,0.0,0.0,8,0.77140975,287.0,22200,27200,26100,26500,33700,29600
4217,373058,0.0,0.0,0.0,0.0,4,0.482319661,34.0,21500,30200,26800,26200,33800,35200
4218,373085,0.0,0.0,0.0,0.0,4,0.94210319,73.0,25200,30200,32000,29300,33100,35300
4229,374574,0.0,0.0,0.0,0.0,2,0.762498123,528.0,23600,32300,33200,27000,33500,36500
4233,374972,0.0,0.0,0.0,0.0,2,0.817159033,390.0,20500,30800,31700,23900,32900,40900
4241,375416,0.0,0.0,0.0,0.0,3,0.77140975,670.0,22200,27200,26100,26500,33700,29600
4242,375489,0.0,0.0,0.0,0.0,3,0.677497162,128.0,25200,30200,32000,29300,33100,35300
4257,375984,0.0,0.0,0.0,0.0,2,0.940244455,317.0,15400,18800,19400,17600,21200,22300
4268,377111,0.0,0.0,0.0,0.0,6,0.77140975,558.0,22200,27200,26100,26500,33700,29600
4275,377449,0.0,0.0,0.0,0.0,5,0.857352941,179.0,16600,25800,27300,22900,31100,31400
4276,377458,0.0,0.0,0.0,0.0,5,0.857352941,193.0,16600,25800,27300,22900,31100,31400
4279,377555,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.574635542,5329.0,50000,50800,50100,74900,65400,66800
4280,377564,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.574635542,4412.0,50000,50800,50100,74900,65400,66800
4295,380368,0.0,0.0,0.0,0.0,4,0.5,699.0,23100,32800,39300,28700,42200,44700
4297,380438,0.0,0.0,0.0,0.0,7,0.759061834,502.0,26800,30400,30300,24200,32600,25000
4298,380456,0.0,0.0,0.0,0.0,7,0.877462758,125.0,21200,24600,23100,27100,28000,28100
4299,380465,0.0,0.0,Degree in Computer Science,0.0,7,0.697281162,122.0,24300,39700,59000,39900,54000,76300
4300,380474,0.0,0.0,0.0,0.0,7,0.73094297,175.0,20900,25600,24600,25800,31600,33300
4307,381404,0.0,0.0,0.0,0.0,6,0.950843727,288.0,22100,22900,24400,23700,26300,25600
4314,382063,0.0,0.0,0.0,0.0,9,0.697281162,44.0,24300,39700,59000,39900,54000,76300
4319,382504,0.0,0.0,0.0,0.0,5,0.72952381,314.0,22300,24400,25600,27200,28800,29300
4320,382771,0.0,0.0,0.0,0.0,5,0.812195122,186.0,19700,26100,28400,24100,28700,29700
4322,382896,0.0,0.0,0.0,0.0,6,0.840116279,300.0,22000,31100,27300,29000,34800,40900
4324,382911,0.0,0.0,0.0,0.0,6,0.657034221,92.0,26100,38800,38600,31800,39400,51700
4332,383297,0.0,0.0,0.0,0.0,2,0.949425287,198.0,17100,27700,24900,21400,32100,28800
4338,383765,0.0,0.0,0.0,0.0,2,0.948168007,126.0,18300,26600,25600,22400,30100,30400
4340,383950,0.0,0.0,0.0,0.0,5,0.909224012,192.0,18100,26400,26000,21500,27200,29900
4341,383996,0.0,0.0,0.0,0.0,6,0.582059533,398.0,26000,32900,36100,30600,38300,45600
4346,384333,0.0,0.0,0.0,0.0,6,0.626174497,7709.0,27300,32800,38400,35200,39700,42800
4353,385619,0.0,0.0,0.0,0.0,5,0.552253116,2099.0,32900,45800,66700,37100,55700,62900
4355,386472,0.0,0.0,Degree in Computer Science,0.0,5,0.813546519,506.0,24500,34900,40100,35000,42500,52600
4357,387925,0.0,0.0,0.0,0.0,5,0.819548872,181.0,20400,28000,30300,25900,31600,34200
4361,389727,0.0,0.0,0.0,0.0,5,0.780756537,285.0,19800,29200,33300,24800,34700,38700
4363,390701,0.0,0.0,Degree in Computer Science,0.0,5,0.712898752,725.0,18500,28000,30700,25900,35300,38800
4382,400080,0.0,0.0,0.0,0.0,8,0.400258231,1154.0,24300,34100,41000,29300,40900,45100
4398,404365,0.0,0.0,0.0,0.0,4,0.402218115,162.0,21500,31600,33500,28500,40700,48500
4399,404374,0.0,0.0,0.0,0.0,4,0.402218115,140.0,21500,31600,33500,28500,40700,48500
4400,404383,0.0,0.0,0.0,0.0,4,0.402218115,259.0,21500,31600,33500,28500,40700,48500
4405,404912,0.0,0.0,0.0,0.0,7,0.831303808,768.0,25400,32700,34800,27800,34800,37200
4414,405997,0.0,0.0,Degree in Computer Science,0.0,6,0.697281162,217.0,24300,39700,59000,39900,54000,76300
4415,406024,0.0,0.0,0.0,0.0,5,0.871165644,1235.0,37800,46600,47100,41900,46200,51500
4416,406033,0.0,0.0,0.0,0.0,6,0.871165644,1246.0,37800,46600,47100,41900,46200,51500
4423,406547,0.0,0.0,0.0,0.0,5,0.734204793,257.0,23800,32700,35900,29100,34300,48500
4424,407009,0.0,Degree in Math,Degree in Computer Science,0.0,6,0.556830661,3563.0,40300,43200,43400,53100,55400,58500
4425,407054,0.0,0.0,0.0,0.0,1,0.768992248,128.0,20800,32300,33600,31900,42700,45600
4429,407179,0.0,0.0,0.0,0.0,1,0.94779478,91.0,16700,22800,17600,21300,23600,28100
4430,407328,0.0,0.0,0.0,0.0,4,0.813546519,16.0,24500,34900,40100,35000,42500,52600
4431,407355,0.0,0.0,0.0,0.0,4,0.964285714,215.0,19000,21200,23000,21200,24200,25000
4448,407708,0.0,0.0,0.0,0.0,8,0.960474308,203.0,23300,27900,28100,27200,31300,29900
4451,408039,0.0,0.0,0.0,0.0,3,0.677497162,86.0,25200,30200,32000,29300,33100,35300
4466,409698,0.0,Degree in Math,Degree in Computer Science,0.0,8,0.670987039,6557.0,34800,36800,33900,47500,46800,46400
4467,410283,0.0,0.0,0.0,0.0,5,0.677497162,150.0,25200,30200,32000,29300,33100,35300
4468,410496,0.0,0.0,0.0,0.0,2,0.817159033,184.0,20500,30800,31700,23900,32900,40900
4469,410502,0.0,0.0,Degree in Computer Science,0.0,8,0.649788711,981.0,28000,37400,46100,43800,44400,50500
4470,410797,0.0,0.0,0.0,0.0,3,0.337821297,161.0,24800,31500,30800,29700,37000,33300
4477,412599,0.0,0.0,0.0,0.0,5,0.77140975,697.0,22200,27200,26100,26500,33700,29600
4480,413413,0.0,0.0,Degree in Computer Science,0.0,4,0.746927998,9193.0,28600,50600,79200,44900,68300,93200
4483,413680,0.0,0.0,0.0,0.0,8,0.055555556,471.0,37300,43800,44400,46700,54600,56200
4494,414540,0.0,0.0,0.0,0.0,2,0.940119761,268.0,22900,25100,23500,26800,33700,30400
4496,414823,0.0,0.0,0.0,0.0,5,0.635339712,1450.0,30300,33100,35600,37200,41900,46100
4498,414878,Degree in Engineering,0.0,Degree in Computer Science,0.0,3,0.391951006,368.0,32100,37100,46600,35700,47100,60100
4499,414911,0.0,0.0,0.0,0.0,2,0.569430569,1014.0,22600,31800,31700,29700,31900,37500
4516,417381,0.0,0.0,0.0,0.0,5,0.94779478,83.0,16700,22800,17600,21300,23600,28100
4548,418126,0.0,0.0,0.0,0.0,2,0.730673317,380.0,23400,32900,36600,29000,41100,42600
4569,418533,0.0,0.0,0.0,0.0,2,0.796028881,422.0,28500,33700,35800,38800,40400,37500
4580,418870,0.0,0.0,0.0,0.0,5,0.654545455,175.0,21400,27800,27000,26300,31200,35000
4592,419253,0.0,0.0,0.0,0.0,3,0.343589744,169.0,27600,38900,35600,30000,46500,34500
4599,419457,0.0,0.0,Degree in Computer Science,0.0,5,0.649788711,48.0,28000,37400,46100,43800,44400,50500
4606,420024,0.0,0.0,0.0,0.0,5,0.857352941,190.0,16600,25800,27300,22900,31100,31400
4607,420042,0.0,0.0,Degree in Computer Science,0.0,8,0.697281162,661.0,24300,39700,59000,39900,54000,76300
4608,420103,0.0,0.0,0.0,0.0,5,0.819548872,138.0,20400,28000,30300,25900,31600,34200
4612,420307,0.0,0.0,Degree in Computer Science,0.0,5,0.780756537,2083.0,19800,29200,33300,24800,34700,38700
4613,420316,0.0,0.0,Degree in Computer Science,0.0,5,0.780756537,491.0,19800,29200,33300,24800,34700,38700
4615,420343,0.0,0.0,0.0,0.0,2,0.079074719,865.0,25900,33600,38100,32100,40100,44600
4617,420398,0.0,0.0,0.0,0.0,6,0.561618222,12734.0,29500,35100,40100,36200,41300,46400
4622,420538,0.0,0.0,0.0,0.0,5,0.641563394,1016.0,28100,33100,34900,32200,38400,45900
4624,420574,Degree in Engineering,0.0,Degree in Computer Science,Degree in Science and Tech,6,0.556830661,4224.0,40300,43200,43400,53100,55400,58500
4628,420866,0.0,0.0,0.0,0.0,3,0.649788711,38.0,28000,37400,46100,43800,44400,50500
4638,421832,0.0,0.0,Degree in Computer Science,0.0,5,0.709333333,263.0,21200,27500,31200,30500,39500,36300
4650,425889,0.0,0.0,0.0,0.0,1,0.762498123,136.0,23600,32300,33200,27000,33500,36500
4652,426314,Degree in Engineering,0.0,0.0,0.0,5,0.181643441,10256.0,48000,52600,53000,64400,70700,74200
4664,428170,0.0,0.0,0.0,0.0,5,0.835600907,499.0,25900,33900,34300,28000,33500,28800
4665,428259,0.0,B.S. Math,0.0,0.0,3,0.62745098,166.0,31100,43500,47600,40900,46800,57800
4666,428268,0.0,0.0,Degree in Computer Science,0.0,5,0.649788711,129.0,28000,37400,46100,43800,44400,50500
4667,428286,0.0,0.0,Degree in Computer Science,0.0,3,0.541433371,382.0,25500,30700,32900,33500,39600,41500
4669,428444,0.0,0.0,Degree in Computer Science,0.0,6,0.677497162,652.0,25200,30200,32000,29300,33100,35300
4674,430096,0.0,0.0,0.0,0.0,1,0.69648462,83.0,23000,31700,31400,26300,34600,38000
4675,430157,0.0,0.0,0.0,0.0,5,0.780756537,115.0,19800,29200,33300,24800,34700,38700
4676,430166,0.0,0.0,0.0,0.0,6,0.780756537,107.0,19800,29200,33300,24800,34700,38700
4677,430184,0.0,0.0,Degree in Computer Science,0.0,2,0.750834485,2286.0,26600,43400,63600,39500,54200,74700
4701,431141,0.0,0.0,0.0,0.0,8,0.61163522,1189.0,21100,29100,29500,27600,34000,38700
4715,431886,0.0,0.0,0.0,0.0,6,0.847536618,401.0,21300,27600,28900,23200,27700,28800
4722,432223,0.0,0.0,Degree in Computer Science,0.0,8,0.697281162,138.0,24300,39700,59000,39900,54000,76300
4723,432241,0.0,0.0,Degree in Computer Science,0.0,8,0.697281162,18.0,24300,39700,59000,39900,54000,76300
4725,432302,0.0,0.0,0.0,0.0,8,0.661387632,295.0,25700,32400,32900,40400,51200,50100
4728,432384,0.0,0.0,0.0,0.0,8,0.775566611,527.0,25400,27000,31100,34800,38100,43400
4734,433101,0.0,0.0,0.0,0.0,1,0.762498123,584.0,23600,32300,33200,27000,33500,36500
4738,433387,0.0,0.0,Degree in Computer Science,0.0,7,0.689534656,72385.0,34300,46600,65100,36300,48700,60300
4741,433536,0.0,0.0,Degree in Computer Science,0.0,5,0.813546519,398.0,24500,34900,40100,35000,42500,52600
4742,433563,0.0,0.0,0.0,0.0,5,0.856596558,57.0,22900,32800,35000,28400,37200,36800
4743,433660,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.594009983,13636.0,35900,36900,36600,44300,44500,49000
4744,433970,0.0,0.0,0.0,0.0,1,0.905956113,38.0,20800,26200,27600,23700,29600,33800
4747,434140,0.0,0.0,0.0,0.0,8,0.831303808,883.0,25400,32700,34800,27800,34800,37200
4748,434159,0.0,0.0,0.0,0.0,5,0.762498123,286.0,23600,32300,33200,27000,33500,36500
4752,434308,0.0,0.0,0.0,0.0,2,0.79661017,458.0,22300,33000,31300,30300,36300,37500
4759,434520,0.0,0.0,0.0,0.0,1,0.69648462,212.0,23000,31700,31400,26300,34600,38000
4760,434539,0.0,0.0,0.0,0.0,5,0.734204793,186.0,23800,32700,35900,29100,34300,48500
4762,434672,0.0,0.0,0.0,0.0,2,0.615666179,17614.0,27500,34200,37500,35800,41800,44900
4763,434690,0.0,0.0,0.0,0.0,5,0.780756537,160.0,19800,29200,33300,24800,34700,38700
4770,434973,0.0,0.0,Degree in Computer Science,0.0,2,0.697281162,29.0,24300,39700,59000,39900,54000,76300
4777,436094,0.0,0.0,Degree in Computer Science,0.0,6,0.649788711,109.0,28000,37400,46100,43800,44400,50500
4779,436191,0.0,0.0,Degree in Computer Science,0.0,4,0.402218115,315.0,21500,31600,33500,28500,40700,48500
4781,436270,0.0,0.0,0.0,0.0,7,0.73094297,149.0,20900,25600,24600,25800,31600,33300
4784,436438,0.0,0.0,Degree in Computer Science,0.0,8,0.649788711,145.0,28000,37400,46100,43800,44400,50500
4786,436483,0.0,0.0,Degree in Computer Science,0.0,4,0.758220503,68.0,24400,36100,46000,29400,42500,56600
4794,436818,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.530965508,851.0,47800,46500,52000,61700,64900,67600
4795,436827,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.530965508,619.0,47800,46500,52000,61700,64900,67600
4796,436836,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.530965508,1670.0,47800,46500,52000,61700,64900,67600
4797,437060,0.0,0.0,0.0,0.0,6,0.482319661,108.0,21500,30200,26800,26200,33800,35200
4801,437316,0.0,0.0,0.0,0.0,8,0.700773861,344.0,56600,50200,51000,58100,61300,60600
4813,437936,0.0,0.0,0.0,0.0,8,0.872980501,680.0,25000,34000,38400,30300,36600,43300
4814,438151,0.0,0.0,Degree in Computer Science,0.0,7,0.742064152,563.0,22400,32800,35700,30200,38800,39200
4816,438212,0.0,0.0,0.0,0.0,2,0.734995889,188.0,19700,26200,30500,24300,29200,34000
4818,438258,0.0,0.0,0.0,0.0,8,0.872980501,365.0,25000,34000,38400,30300,36600,43300
4820,438285,0.0,0.0,0.0,0.0,5,0.819548872,412.0,20400,28000,30300,25900,31600,34200
4822,438498,0.0,0.0,Degree in Computer Science,0.0,5,0.728452271,1890.0,30000,45300,51000,31900,45500,47700
4823,438504,0.0,0.0,0.0,0.0,8,0.037645752,1273.0,33300,38400,40300,44400,49200,50400
4824,438586,0.0,0.0,Degree in Computer Science,0.0,5,0.696345003,1904.0,24600,37900,54400,33700,47700,67200
4825,438647,0.0,0.0,0.0,0.0,5,0.692482916,175.0,16300,20900,21900,21700,28000,25900
4829,438805,0.0,0.0,0.0,0.0,1,0.69648462,252.0,23000,31700,31400,26300,34600,38000
4830,438869,0.0,0.0,0.0,0.0,5,0.77140975,34.0,22200,27200,26100,26500,33700,29600
4833,439057,0.0,0.0,Degree in Computer Science,0.0,8,0.649788711,10.0,28000,37400,46100,43800,44400,50500
4834,439118,0.0,0.0,0.0,0.0,8,0.862098873,385.0,23800,29100,30800,25900,30400,35200
4835,439127,0.0,0.0,0.0,0.0,6,0.926701571,168.0,19600,24300,22900,24200,29500,32800
4836,439145,0.0,0.0,0.0,0.0,8,0.648098434,3810.0,29000,34100,36500,35800,41600,50800
4837,439190,0.0,0.0,0.0,0.0,8,0.502202643,2241.0,34200,38600,42600,45400,51000,59600
4838,439288,0.0,0.0,0.0,0.0,7,0.635339712,1105.0,30300,33100,35600,37200,41900,46100
4839,439297,0.0,0.0,Degree in Computer Science,0.0,3,0.697281162,29.0,24300,39700,59000,39900,54000,76300
4854,439738,0.0,0.0,0.0,0.0,5,0.76930999,312.0,21200,27200,30600,26700,32700,35500
4877,440271,0.0,0.0,0.0,0.0,5,0.77140975,60.0,22200,27200,26100,26500,33700,29600
4878,440323,0.0,0.0,0.0,0.0,6,0.847536618,166.0,21300,27600,28900,23200,27700,28800
4879,440332,0.0,0.0,0.0,0.0,6,0.847536618,204.0,21300,27600,28900,23200,27700,28800
4880,440341,0.0,0.0,Degree in Computer Science,0.0,5,0.488700565,498.0,24000,29100,30000,33000,37900,37700
4884,440420,0.0,0.0,Degree in Computer Science,0.0,1,0.697281162,22.0,24300,39700,59000,39900,54000,76300
4885,440457,0.0,0.0,Degree in Computer Science,0.0,3,0.697281162,11.0,24300,39700,59000,39900,54000,76300
4886,440466,0.0,0.0,Degree in Computer Science,0.0,7,0.697281162,5.0,24300,39700,59000,39900,54000,76300
4889,440730,0.0,0.0,0.0,0.0,2,0.544247788,465.0,25100,29700,30800,30100,35700,38900
4890,440749,0.0,0.0,Degree in Computer Science,0.0,4,0.758220503,165.0,24400,36100,46000,29400,42500,56600
4891,440758,0.0,0.0,Degree in Computer Science,0.0,6,0.758220503,163.0,24400,36100,46000,29400,42500,56600
4892,440767,0.0,0.0,Degree in Computer Science,0.0,4,0.758220503,125.0,24400,36100,46000,29400,42500,56600
4896,440828,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.508355732,917.0,41300,43100,43500,54900,56200,58400
4897,440855,0.0,0.0,0.0,0.0,6,0.874125874,79.0,18900,22700,21600,24300,27600,30100
4898,440873,0.0,0.0,0.0,0.0,5,0.402218115,689.0,21500,31600,33500,28500,40700,48500
4899,440882,0.0,0.0,0.0,0.0,6,0.402218115,88.0,21500,31600,33500,28500,40700,48500
4900,440891,0.0,0.0,0.0,0.0,4,0.402218115,46.0,21500,31600,33500,28500,40700,48500
4902,440952,0.0,0.0,0.0,0.0,1,0.762498123,85.0,23600,32300,33200,27000,33500,36500
4904,441016,0.0,0.0,0.0,0.0,6,0.785150079,255.0,19100,26200,23800,24700,32100,32900
4905,441025,0.0,0.0,0.0,0.0,5,0.812195122,577.0,19700,26100,28400,24100,28700,29700
4906,441052,0.0,0.0,0.0,0.0,8,0.783032319,948.0,24500,32700,36200,31700,40800,54200
4908,441089,0.0,0.0,0.0,0.0,2,0.061971831,499.0,32100,39000,42300,45400,48600,52600
4938,441742,0.0,0.0,0.0,0.0,6,0.873839009,768.0,27500,36300,39000,34700,38900,43600
4939,441760,0.0,0.0,0.0,0.0,6,0.517087667,2673.0,34700,46900,52900,40000,55800,60500
4945,441919,0.0,0.0,0.0,0.0,5,0.780756537,387.0,19800,29200,33300,24800,34700,38700
4946,441928,0.0,0.0,0.0,0.0,6,0.780756537,511.0,19800,29200,33300,24800,34700,38700
4947,441937,0.0,Degree in Math,Degree in Computer Science,0.0,8,0.683462969,7047.0,35900,41000,38400,47700,54600,54800
4948,441973,0.0,0.0,Degree in Computer Science,0.0,8,0.649788711,558.0,28000,37400,46100,43800,44400,50500
4951,442073,0.0,0.0,0.0,0.0,2,0.762498123,500.0,23600,32300,33200,27000,33500,36500
